Account number,Organization,Country/Area,Request response status,Access type,Samples,Response received date,Activities,Sectors,Industries,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Primary Ticker,Tickers,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
879042,E.C. Vieira Investments Limited,Guyana,Submitted,public,,44758.5003587963, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879055,EAGLE CAMEROUN SARL,Cameroon,Submitted,public,,44774.664212963, Logistics - 3rd party, Intermodal transport & logistics, Transportation services,Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General,,,unknown,2022,,,,,,,,,,,,,,,
879078,Fact Travel,Egypt,Submitted,public,,44767.5331481481, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879081,FIRST ALERT SLING TESTING LLC,United States of America,Submitted,public,,44757.5948148148, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879083,EURO NDT INSPECTION SRL,Romania,Submitted,public,,44746.316412037, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879088,FAMILY CORPORATION,United States of America,Submitted,public,,44760.3947569444, Bus & taxi, Road transport, Transportation services,Bus & taxi,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879097,FABRICACION SUMINISTRO Y RENTA DE EQUIPO PARA LA,Mexico,Submitted,public,,44769.8862384259, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879102,FLAMINGO OIL S.A.,Colombia,Submitted,public,,44721.745787037, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879115,GLOBALINK,Kazakhstan,Submitted,public,,44774.2275810185, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879120,"Tianjin Dagang Oilfield Transportation Co., Ltd.",China,Submitted,public,,44708.1738425926, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879121,Grace Worldwide (Australia) Pty Ltd,Australia,Submitted,public,,44774.2544675926, Real estate services, Other services, Services,Real estate services,Other services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879127,GRUAS MOVILES DEL GOLFO SA DE CV,Mexico,Submitted,public,,44764.7303472222, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879132,GLOBAL INSPECTION TECHNOLOGY S,United States of America,Submitted,public,,44714.6460416667, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879137,GUYANA LOGISTICS & SUPPORT SERVICES INC,Guyana,Submitted,public,,44713.5881712963, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879140,"GUYSONS OIL AND GAS, LOGISTICS AND SERVICES INC.",Guyana,Submitted,public,,44750.7317361111, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879145,EAGLE SA,Greece,Submitted,public,,44764.1439467593, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879146,HELLASON S.A.,Greece,Submitted,public,,44826.783912037, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879149,Euro Servicios Especializados en Transporte SA de CV,Mexico,Submitted,public,,44728.7702662037, Bus & taxi, Road transport, Transportation services,Bus & taxi,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879165,HUSSAIN ABDULLAH CHEMICALS CO. LLC,United Arab Emirates,Submitted,public,,44767.5132523148, Inorganic base chemicals, Chemicals, Materials,Inorganic base chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
879166,YAMAKAWA KIKAI,Japan,Submitted,public,,44774.9678935185, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879168,"HUASTECA OIL ENERGY, S.A. DE C.V.",Mexico,Submitted,public,,44756.6445601852, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879173,SHANGHAI SMART CHEMICALS CO.,China,Submitted,public,,44756.2623148148, Other base chemicals, Chemicals, Materials,Other base chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
879174,IBDA'A AL-OULLA FOR GENERALTRADING AND CONTRACTING CO LTD,Iraq,Submitted,public,,44750.5973148148, Bus & taxi, Road transport, Transportation services,Bus & taxi,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879181,HITEC PRODUCTS AS,Norway,Submitted,public,,44747.5527083333, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879188,Kailash Enterprises - MSME,India,Submitted,public,,44767.4334722222, Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,Real estate,,,unknown,2022,,,,,,,,,,,,,,,
879189,Shouqi Car Rental and Leasing Limited Liability Company,China,Submitted,public,,44720.177025463, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879207,KELTIC FREIGHT SERVICES,Canada,Submitted,public,,44747.6126736111, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879218,none,Kazakhstan,Submitted,public,,44771.2172337963, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879219,Kyoritsu,Japan,Submitted,public,,44764.3378587963, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879222,LAKSHMI RING TRAVELLERS Group,India,Submitted,public,,44768.239849537, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879227,LONE STAR FASTENER,United States of America,Submitted,public,,44733.7770486111, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879233,LOGISTICS MASTERS SC,Mexico,Submitted,public,,44760.6657060185, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879237,LOGINPET S.R.L.,Argentina,Submitted,public,,44819.8451157407, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879238,MATRAF SARL,Mauritania,Submitted,public,,44762.6495601852, Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,Real estate,,,unknown,2022,,,,,,,,,,,,,,,
879245,Master Systems,United Arab Emirates,Submitted,public,,44712.6238194444, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879248,MICROMOLES S.R.L.,Argentina,Submitted,public,,44754.8211226852, Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
879249,SERVICIOS INTEGRALES MAYTRAS SA DE CV,Mexico,Submitted,public,,44721.9738194444, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879252,El Tadamun Al afrigi,Egypt,Submitted,public,,44803.4347800926, Real estate services, Other services, Services,Real estate services,Other services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879253,MEGALIFT SDN BHD,Malaysia,Submitted,public,,44760.3232291667, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879255,MIZU Cimentos Especiais,Brazil,Submitted,public,,44715.6574421296, Cement, Cement & concrete, Materials,Cement,Cement & concrete,Materials,Cement,,,unknown,2022,,,,,,,,,,,,,,,
879257,INTEGRAL SOLUTIONS SERVICES,India,Submitted,public,,44765.800462963, Solar generation, Renewable power generation, Power generation,Solar generation,Renewable power generation,Power generation,Electric utilities,,,unknown,2022,,,,,,,,,,,,,,,
879258,MASS LOGISTICS GHANA LIMITED,Ghana,Submitted,public,,44776.4262847222, Intermodal transport, Intermodal transport & logistics, Transportation services,Intermodal transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879271,TRADE BRIDGE LIMITED,Trinidad and Tobago,Submitted,public,,44762.7834490741, Other non-wood building materials, Other materials, Materials,Other non-wood building materials,Other materials,Materials,General,,,unknown,2022,,,,,,,,,,,,,,,
879272,NELCO GULF TRADING,United Arab Emirates,Submitted,public,,44739.5086805556, Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
879274,Al-Mrooj Company for Oil services LTD,Iraq,Submitted,public,,44761.2885532407, Oil & gas refining, Oil & gas processing, Fossil Fuels,Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879277,NIDAA AL EAMAR UNITED COMPANY,United States of America,Submitted,public,,44758.3259375, Non-residential building construction, Construction, Infrastructure,Non-residential building construction,Construction,Infrastructure,Construction,,,unknown,2022,,,,,,,,,,,,,,,
879292,OGNA SVEIS AS,Norway,Submitted,public,,44740.2723263889, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879293,OCTOIL FOR INDUSTRAIL OIL,India,Submitted,public,,44774.4541319444, Oil & gas marketing & retailing, Oil & gas retailing, Fossil Fuels,Oil & gas marketing & retailing,Oil & gas retailing,Fossil Fuels,General,,,unknown,2022,,,,,,,,,,,,,,,
879303,ORIENDRILL S.A,Ecuador,Submitted,public,,44727.8713773148, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879304,Oilfield Services and Supplies,China,Submitted,public,,44711.2592592593, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879310,NXG Drilling Services,United Kingdom of Great Britain and Northern Ireland,Submitted,public,,44754.5772800926, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879319,PENN UNITED TECHNOLOGIES INC,United States of America,Submitted,public,,44763.6725231481, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879320,Pardy's Waste Management andIndustrial Services LTD,United States of America,Submitted,public,,44742.5476736111, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879324,Company Pca MantenimientoIndustrial Sa,Ecuador,Submitted,public,,44721.715462963, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879336,EURL PETRO BARAKA,Algeria,Submitted,public,,44762.5562962963, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879341,PF COLLINS CUSTOMS BROKER LTD,United States of America,Submitted,public,,44746.792025463, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879343,PETROLEUM & POWER ENGINEERS S.A.,Ecuador,Submitted,public,,44714.9977430556, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879346,Kerui Group,United Arab Emirates,Submitted,public,,44751.5921064815, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879347,PR Minerals and Chemicals - MSME,India,Submitted,public,,44768.2674768518, Other non-metallic minerals, Other mineral mining, Materials,Other non-metallic minerals,Other mineral mining,Materials,Metals & mining,,,unknown,2022,,,,,,,,,,,,,,,
879349,PT PRASADHA PAMUNAH LIMBAH IND,Indonesia,Submitted,public,,44764.1699652778, Education services, Other services, Services,Education services,Other services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879350,Petroseal SA de CV,Mexico,Submitted,public,,44763.9155208333, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879352,AQUAQUIM SA DE CV,Mexico,Submitted,public,,44750.8965625, Other base chemicals, Chemicals, Materials,Other base chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
879355,PREMIER PRODUCTION FABRICATORS L.L.C.,Oman,Submitted,public,,44735.3363194444, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879357,PROTON SECURITY SERVICES LIMITED,Nigeria,Submitted,public,,44764.5808101852, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879360,KORLA JIN CHUAN LOGISTICS CO,China,Submitted,public,,44700.3951041667, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879368,QUINPE S.R.L.,Argentina,Submitted,public,,44824.8458680556, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879381,RENTAIR OFFSHORE,United States of America,Submitted,public,,44773.7367824074, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879404,SAHARI TANKS COMPANY LIMITED,Saudi Arabia,Submitted,public,,44755.4725462963, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879411,S.A.T.S,Norway,Submitted,public,,44806.484537037, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879417,"SICHUAN FST MACHINING & MANUFACTURING CO., LTD",China,Submitted,public,,44765.2689351852, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879428,SERVICIOS TECNICOS ESPECIALIZADOSCORREA MINO CIA. LTDA.,Ecuador,Submitted,public,,44733.1213888889, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879429,PT. SEAN ALFA NUSANTARA,Indonesia,Submitted,public,,44755.5347453704, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879433,SHUAA AL KAUNE OILFIELD SUPPLS,Saudi Arabia,Submitted,public,,44773.4134722222, Other base chemicals, Chemicals, Materials,Other base chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
879435,PT SERASI LOGISTICS INDONESIA,Indonesia,Submitted,public,,44763.3307175926, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879436,KORLA SHUN TAI COMMERCIAL CO,China,Submitted,public,,44707.2225347222, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879443,SSH MANUFACTURING SDN BHD,Malaysia,Submitted,public,,44768.2996527778, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879446,Safe Management For Industrial Waste Co.,Saudi Arabia,Submitted,public,,44774.6416203704, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879448,Honghua,China,Submitted,public,,44762.4124652778, Oil & gas extraction, Oil & gas extraction & production, Fossil Fuels,Oil & gas extraction,Oil & gas extraction & production,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879470,SULLAIR,United States of America,Submitted,public,,44824.799849537, Industrial services, Industrial support services, Services,Industrial services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879472,System One Facility Services,Egypt,Submitted,public,,44775.6009143519, Infrastructure upkeep & management, Land & property ownership & development, Infrastructure,Infrastructure upkeep & management,Land & property ownership & development,Infrastructure,General,,,unknown,2022,,,,,,,,,,,,,,,
879476,TB Cargo S.A.,Argentina,Submitted,public,,44823.8243287037, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879488,TMD OILFIELD TECHNOLOGY LLC,United States of America,Submitted,public,,44771.7235300926, Other containers & packaging, Light manufacturing, Manufacturing,Other containers & packaging,Light manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879490,"Rex(Chengdu)Laser Technology Development CO.,LTD","China, Hong Kong Special Administrative Region",Submitted,public,,44746.5173148148, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879492,GHRISI TRANSPORT SERVICES,United States of America,Submitted,public,,44809.534375, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879493,TESS VEST AS,Norway,Submitted,public,,44774.7168287037, Chemicals wholesale & distribution," Trading, wholesale, distribution, rental & leasing", Retail,Chemicals wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,,,unknown,2022,,,,,,,,,,,,,,,
879494,TIANJIN BINHAI REX LASER TECHNOLOGY DEVELOPMENT CO LTD,China,Submitted,public,,44746.3412037037, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879507,TECMADE S.A.,Argentina,Submitted,public,,44777.8218402778, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879508,TRANS BOX SRL,Argentina,Submitted,public,,44819.7562152778, Hotels & lodging," Bars, hotels & restaurants", Hospitality,Hotels & lodging,"Bars, hotels & restaurants",Hospitality,Real estate,,,unknown,2022,,,,,,,,,,,,,,,
879510,TRACEOILFIELD SERVICES & EQUIPMENTLIMITED ECUADOR CIA. LTDA.,Ecuador,Submitted,public,,44713.9138773148, Energy services & equipment, Industrial support services, Services,Energy services & equipment,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879512,TRANSMAZ,Brazil,Submitted,public,,44774.8995486111, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879519,TLC TRANSPORTATION & LOGISTIC CONSULTING,Switzerland,Submitted,public,,44773.4343402778, Logistics - 3rd party, Intermodal transport & logistics, Transportation services,Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General,,,unknown,2022,,,,,,,,,,,,,,,
879522,TRANSPORTES MANCHUR,Brazil,Submitted,public,,44770.9820949074, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879523,Tianjin TEDA Tonghua International Freight Forwarder Co.Ltd,China,Submitted,public,,44704.3819328704, Road freight, Road transport, Transportation services,Road freight,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879528,"THAI PETROLEUM SUPPORT CO.,LTD.",Thailand,Submitted,public,,44735.6285416667, Chemicals wholesale & distribution," Trading, wholesale, distribution, rental & leasing", Retail,Chemicals wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,,,unknown,2022,,,,,,,,,,,,,,,
879532,United Car Rentals Co. W.L.L,Qatar,Submitted,public,,44702.3503935185, Bus & taxi, Road transport, Transportation services,Bus & taxi,Road transport,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879535,TRANSPORTADORA VAFER SA DE CV,Mexico,Submitted,public,,44729.730462963, Logistics - transport, Intermodal transport & logistics, Transportation services,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,,,unknown,2022,,,,,,,,,,,,,,,
879537,UGOKELV CONCEPT NIGERIA LIMITED,Nigeria,Submitted,public,,44776.8818055556, Oil & gas marketing & retailing, Oil & gas retailing, Fossil Fuels,Oil & gas marketing & retailing,Oil & gas retailing,Fossil Fuels,General,,,unknown,2022,,,,,,,,,,,,,,,
879545,UNITED OIL SERVICES COMPANY - UNICO,Egypt,Submitted,public,,44767.8697222222, Oil & gas refining, Oil & gas processing, Fossil Fuels,Oil & gas refining,Oil & gas processing,Fossil Fuels,Oil & gas,,,unknown,2022,,,,,,,,,,,,,,,
879551,VMS ENERGY DE MEXICO,Mexico,Submitted,public,,44761.9516319444, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879557,Vertical Oil Field Services LLC,United States of America,Submitted,public,,44811.2822685185, Real estate services, Other services, Services,Real estate services,Other services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879559,WELLTEC INC,Denmark,Submitted,public,,44768.0284490741, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
879569,"Xinmi Wanli Industry Development Co.,Ltd.",China,Submitted,public,,44719.3288657407, Ceramics, Other materials, Materials,Ceramics,Other materials,Materials,General,,,unknown,2022,,,,,,,,,,,,,,,
879579,ZHONGMAN PETROLEUM ENGINEERING TECHNOLOGY SERVICE,China,Submitted,public,,44763.2689814815, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879582,SIMONE GATTO SRL,Italy,Submitted,public,,44774.6454398148," Fruit, nut & vegetable processing", Food & beverage processing," Food, beverage & agriculture","Fruit, nut & vegetable processing",Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",,,unknown,2022,,,,,,,,,,,,,,,
879708,WITS America Corporation,United States of America,Submitted,public,,44763.4239467593, Software, IT & software development, Services,Software,IT & software development,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879751,"RTODR, LLC",United States of America,Submitted,public,,44786.920625, Engineering services, Specialized professional services, Services,Engineering services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
879870,NET SOURCE,United States of America,Submitted,public,,44665.5710763889, Technology hardware wholesale & distribution," Trading, wholesale, distribution, rental & leasing", Retail,Technology hardware wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,,,unknown,2022,,,,,,,,,,,,,,,
879899,WL FINANSE,Poland,Submitted,public,,44735.605462963, Other financial, Specialized professional services, Services,Other financial,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880086,"Kobata Sangyo Co., Ltd.",Japan,Submitted,public,,44774.3505671296, Mining & metals support services, Industrial support services, Services,Mining & metals support services,Industrial support services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880088,"Kyoto Pharmaceutical Industries, Ltd.",Japan,Submitted,public,,44767.2801041667, Pharmaceuticals, Biotech & pharma," Biotech, health care & pharma",Pharmaceuticals,Biotech & pharma,"Biotech, health care & pharma",General,,,unknown,2022,,,,,,,,,,,,,,,
880113,AERCAMP IND COM EMBAL MAQ LTDA,Brazil,Submitted,public,,44764.709849537, Other containers & packaging, Light manufacturing, Manufacturing,Other containers & packaging,Light manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880131,BOX PRINT LTDA,Brazil,Submitted,public,,44771.6013657407, Paper packaging, Paper products & packaging, Manufacturing,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,,,unknown,2022,,,,,,,,,,,,,,,
880174,DIPLAX INDUSTRIA DE PLASTICOS EIREL,Brazil,Submitted,public,,44757.4770601852, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880175,"DINACO IMPORTACAO, COMERCIO LTDA",Brazil,Submitted,public,,44832.7524537037, Specialty chemicals, Chemicals, Materials,Specialty chemicals,Chemicals,Materials,Chemicals,,,unknown,2022,,,,,,,,,,,,,,,
880191,FRASCOMAR JULYPLASTIC INDUSTRIA E C,Brazil,Submitted,public,,44760.5485532407, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880208,HMY,Brazil,Submitted,public,,44705.8436805556, Fabricated metal components, Metal products manufacturing, Manufacturing,Fabricated metal components,Metal products manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880210,INCOM INDUSTRIAL LTDA,Brazil,Submitted,public,,44830.7555324074, Plastic products, Plastic product manufacturing, Manufacturing,Plastic products,Plastic product manufacturing,Manufacturing,General,,,unknown,2022,,,,,,,,,,,,,,,
880212,IDEIA 3 COMUNICACAO EXPANSAO DE N,Brazil,Submitted,public,,44774.8414467593, Marketing, Web & marketing services, Services,Marketing,Web & marketing services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880240,MAPRIC PROD FARMACOCOSM LTDA,Brazil,Submitted,public,,44770.8508680556, Biotechnology, Biotech & pharma," Biotech, health care & pharma",Biotechnology,Biotech & pharma,"Biotech, health care & pharma",General,,,unknown,2022,,,,,,,,,,,,,,,
880252,MEDCIN INSTITUTO DA PELE LTDA,Brazil,Submitted,public,,44767.7046180556, Other professional services, Specialized professional services, Services,Other professional services,Specialized professional services,Services,General,,,unknown,2022,,,,,,,,,,,,,,,
880268,OMEGA ENERGIA S.A,Brazil,Submitted,public,,44769.735462963, Wind generation, Renewable power generation, Power generation,Wind generation,Renewable power generation,Power generation,Electric utilities,, MEGA3 BS,MEGA3.SA,2022,,,,,,,TWD,,,,,,,,
