Account number,Organization,Country,Region,Public,Samples,Primary activity,Primary sector,Primary industry,Primary questionnaire sector,Tickers,Authority types,Symbol_1,Year,Market_Cap,Employee_Count,ebitda,Revenue,grossProfit,netIncome,reportedCurrency,cashAndCashEquivalents,shortTermInvestments,longTermInvestments,totalAssets,totalLiabilities,totalInvestments,totalDebt,totalEquity
843689,EXPRESO SOL DE CUYO S.R.L.,Argentina,,public,,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843691,Transportes Hilda Pala,Chile,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843692,SERVICIOS DE GESTION Y LOGISTICA S.A.,Argentina,,public,,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843696,FOM,Peru,,public,,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843700,Transportes Pacheco,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843703,Betel,Brazil,,public,,Sawmills & wood materials,Wood & paper materials,Materials,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843704,Tradea Sac,Peru,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843709,GALAS DE MEXICO SA DE CV,Mexico,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843729,"SHANGHAI CHENGXIN PACKAGE CO.,LTD.",China,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843736,"JUN XING WEI FOOD PACK (SUZHOU) CO.,LTD.",China,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843737,"ZHONGSHAN KAIGAO PAPER ENTERPRISE CO.,LTD.",China,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843747,BBM LOGISTICA S.A.,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843750,BUONNY + LIDER,Brazil,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843752,AXON TRANSPORTES S/A,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843758,COLUMBIA DO NORDESTE S.A.,Brazil,,public,,Intermodal transport,Intermodal transport & logistics,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843769,EBMAC TRANSPORTES E LOGISTICA LTDA,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843770,Damaco,Brazil,,public,,Coffee,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843772,EVERTON TRANSPORTES LTDA,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843781,FALCÃO ARMAZENS GERAIS LTDA,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843790,JALOTO TRANSPORTES LTDA,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843794,INTERMARITIMA (Isopentano),Brazil,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843801,NETVMI TECNOLOGIA DA INFO DO,Brazil,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843823,TRANSPORTADORA ALMEIDA DE,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843825,TRANSPORTADORA MOSCATO,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843829,YNOVA TRANSPORTES E LOGISTICA LTDA,Brazil,,public,,Logistics - transport,Intermodal transport & logistics,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843831,STE TRANSPORTES S.A,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843852,Wirelesscar (sweden),Sweden,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843870,RAUFOSS TECHNOLOGY AS,Norway,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843931,DAHER,France,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843964,"Chongqing Sichuan Instrument Microcircuit Co.,Ltd",China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843968,"Dongguan Xianglong Hardware Products Co., Ltd.",China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
843974,TRANSPARANA ARMAZEM GERAIS,Brazil,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844033,MEIKING,Malaysia,,public,,Other containers & packaging,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844037,QINGDAO MEIGAO CHEMICAL CO LTD,China,,public,,Personal care & household products,Chemicals,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844141,US Steel,Slovakia,,public,,Iron & steel,"Metal smelting, refining & forming",Materials,Steel,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844143,Otsuka Techno Corporation,Japan,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844206,"DC SAFETY SALES CO., INC.",United States of America,,public,,Accessories,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844299,JAGDALE INDUSTRIES LIMITED,India,,public,,Non-alcoholic beverages,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844305,JUNG MIN LTD,Republic of Korea,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844320,TRAILINER CORPORATION,United States of America,,public,,Road freight,Road transport,Transportation services,Transport services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844352,Global Unichip Corporation,"Taiwan, Greater China",Partner - BCSD Taiwan,public,,Semiconductors,Electrical & electronic equipment,Manufacturing,General, 3443 TT, Supply Chain,3443.TW,2020,45109458750,,1682919000,13569441000,4070877000,850007000,TWD,3896753000,730383000,-708183000,9745812000,5258828000,22200000,243091000,4486984000
844353,Cabletech,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844463,RICHARDSON ELECTRONICS LTD,United States of America,,public,,Computer hardware,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844512,Venusgeo Solutions Private Limited,India,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844548,ARKLITE LAMPS,India,,public,,Other containers & packaging,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844554,ALMT,Japan,,public,,Other non-wood building materials,Other materials,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844561,AL BABTAIN,France,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844611,DOTLIGHTING,"China, Macao Special Administrative Region",,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844622,EVERSPRING INDUSTRY,"Taiwan, Greater China",,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844624,FENGHONG MACHINERY INDUSTRY KUNSHAN,China,,public,,Metal containers & packaging,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844631,FRIMA STUDIO,Canada,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844636,GIRONTECH,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844637,FUDONG LIGHTING,China,,public,,Glass products,Other materials,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844644,GRANDLITE,"Taiwan, Greater China",,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844647,H LOEB CORPORATION,United States of America,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844651,HEUCHEMER VERPACKUNG,Germany,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844668,KUNSHAN GUANG HUI PRECISION SPRING,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844679,MANJUSHREE TECHNOPACK,India,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844685,MAKE-A-LIGHT,India,,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844693,NANJING SPECIAL LAMPS,China,,public,,Pollution control equipment,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844695,NANJING SHAGON ELECTRONICS,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844707,PACKAGING SERVICES INDUSTRIES,United States of America,,public,,Paper packaging,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844741,SHANGHAI WEYER ELECTRIC APPLIANCES,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844744,SECURA,Netherlands,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844747,SHIVAM POLYMER AND CHEMICALS,India,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844750,Dongguan Silver Age Optoelectronics,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844762,SURYA ROSHNI,India,,public,,Pollution control equipment,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844777,THAI HONGKANG,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844780,WINSAFE TECHNOLOGIES,China,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844781,WEEN SEMICONDUCTORS,China,,public,,Semiconductors,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844786,XINDE LIGHTING,China,,public,,Household appliances,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844789,YOUDELI PRINTING,China,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844794,JH Lakering ApS,Denmark,,public,,Industrial services,Industrial support services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844795,LGTK,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844801,SHIVA MINERAL INDUSTRIES,India,,public,,Other non-metallic minerals,Other mineral mining,Materials,Metals & mining,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844803,STRATEGY,China,,public,,Electronic components,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844839,YSC ELECTRONICS,China,,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844860,CAREERNET,Australia,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844932,ASAHI,China,CDP China,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General, 3333 JP, Supply Chain,3333.T,2020,42352010176,,8587326000,69456001000,35021707000,4717827000,JPY,7589310000,-6798907000,6890000000,45287289000,12790564000,91093000,0,32496725000
844962,Super Technology Limited,"China, Hong Kong Special Administrative Region",,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
844971,Alkaram Textile Mills (Pvt) Ltd,Pakistan,,public,,Textiles,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845009,ATLAS WOOD PRODUCTS,United States of America,,public,,Finished wood products,Wood & rubber products,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845092,MP2 Gerenciamento e Comércio de Resíduos Ltda - ME,Brazil,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845095,Termocop Engenharia e Instalações Industriais Ltda EPP,Brazil,,public,,Engineering services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845097,TRM Serviços Eirelli,Brazil,,public,,Engineering services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845100,CHANGXING KERUI,China,,public,,Other base chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845101,DALU SHIYING SAND,China,,public,,Pollution control equipment,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845141,FENG YANG ZHONG FEI MINING INDUSTRY,China,,public,,Glass products,Other materials,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845144,GUANGZHOU BETTER NEW MATERIALS,China,,public,,Specialty chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845146,HONGFA RECYCLING,China,,public,,Pollution control equipment,Light manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845152,JIANGYIN LIUHUAN,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845154,JINTAN TIAN YANG RARE EARTH,China,,public,,Specialty chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845167,RECHEER,China,,public,,Accessories,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845171,SHANGHAI ALTRAN,China,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845175,TAICANG QINXING ELECTRIC APPLIANCE,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845182,WUHAN WISCO,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845186,YI LI SHA HARDWARE & PLASTIC PROD,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845215,Nominet,United Kingdom of Great Britain and Northern Ireland,,public,,Web-based services,Web & marketing services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845296,2M2 STUDIO LTD,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845341,C. F. Maier GmbH & Co KG,Germany,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845365,Loncin Group,China,,public,,Engines & motors,Powered machinery,Manufacturing,Transport OEMS - EPM,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845457,ODATA BRASIL S.A,Brazil,,public,,Servers & data centers,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845508,DAVID SANTHOUSE CONSULTING LIMITED,United Kingdom of Great Britain and Northern Ireland,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845541,PREMIERE PACKAGING INC,United States of America,,public,,Personal care & household products,Chemicals,Materials,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845549,"SHANGHAI WEIMENG INDUSTRY CO.,LTD.",China,,public,,Paper products,Paper products & packaging,Manufacturing,Paper & forestry,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845574,"MITSUBISHI SPACE SOFTWARE CO.,LTD.",Japan,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845575,"RINKAI NISSAN CONSTRUCTION CO.,LTD",Japan,,public,,Transportation infrastructure & other construction,Construction,Infrastructure,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845584,IMRIEL LIMITED,United Kingdom of Great Britain and Northern Ireland,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845651,Cosmosupplylab Ltd,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845659,"HANGZHOU QUADRANT TECHNOLOGY CO., LTD.",China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845664,MIBTECH,China,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845668,Saga Precision Company Limited,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845718,SOLUÇÕES USIMINAS,Brazil,,public,,Industrial services,Industrial support services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845835,WINSTON SUPPORT SERVICES NJ,United States of America,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845846,SEYFARTH SHAW LLP,United States of America,,public,,Other professional services,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845852,STS CONSULTING,United States of America,,public,,IT services,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845871,MILLIMAN,United States of America,,public,,Insurance,Financial services,Services,Financial services,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845969,ASA Agrotech Private Limited,India,,public,,Other food processing,Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
845970,ATLAS EXPORT ENTERPRISES,India,,public,,Textiles,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846043,CLAVISTER,Sweden,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846053,INDEPLO S DE RL DE CV,Mexico,,public,,Telecommunications services,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846065,RAND TECHNOLOGY,United States of America,,public,,Technology hardware wholesale & distribution,"Trading, wholesale, distribution, rental & leasing",Retail,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846095,SHENZHEN TAT FOOK TECHNOLOGY CO. LTD,China,,public,,Communications equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846130,RWS Holdings plc,United Kingdom of Great Britain and Northern Ireland,CDP London,public,,Other professional services,Specialized professional services,Services,General, RWS LN, Supply Chain,RWS.L,2020,1969998673,,81700000,355800000,139600000,46400000,GBP,51400000,0,199300000,592500000,183600000,199300000,89300000,408900000
846151,CYBERTEL BRIDGE,Republic of Korea,,public,,Software,IT & software development,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846154,DANIEL J EDELMAN INC---CHICAGO,United States of America,,public,,Marketing,Web & marketing services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846337,Dongguan Siyoto Electronics Co Ltd,China,,public,,Electronic equipment,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846340,Edible Garden Corp.,United States of America,,public,,Other crop farming,Crop farming,"Food, beverage & agriculture",Agricultural commodities,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846366,KELL ELECTRONICS LIMITED,China,,public,,Household appliances,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846394,Peak of the Market,Canada,,public,,"Fruit, nut & vegetable processing",Food & beverage processing,"Food, beverage & agriculture","Food, beverage & tobacco",, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846429,Wazir Chand & Co Pvt Ltd,India,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846456,"Guangdong OPPO Mobile Telecommunications Corp., Ltd",China,CDP China,public, Self selected companies climate change,Communications equipment,Electrical & electronic equipment,Manufacturing,General, 8021030Z CH, Investor,8021030Z.SZ,2020,,,,,,,GBP,,,,,,,,
846592,Kaelus,Sweden,,public,,Telecommunications services,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846603,WILSON SECURITY,Australia,,public,,Commercial services,Commercial & consumer services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846604,TSA Group,Australia,,public,,Telecommunications services,"Media, telecommunications & data center services",Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846611,SHENZHEN H & T,China,,public,,Household appliances,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846617,JONES PLASTIC,United States of America,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846627,SELETTRA,Italy,,public,,Electrical equipment,Electrical & electronic equipment,Manufacturing,Capital goods,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846645,GUANGDONG DAYA SMART KITCHEN,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846649,CABLEX,Slovenia,,public,,Household appliances,Electrical & electronic equipment,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846651,FEIHONG SAFETY GLASS,China,,public,,Homeware,Leisure & home manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846652,HENAN KELONG,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846654,MARCORA,Italy,,public,,Iron & steel,"Metal smelting, refining & forming",Materials,Steel,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846656,UNION INDUSTRY,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846665,GIRARDINI,Poland,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846671,HNR REFREX,Brazil,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846675,Jiangsu LIBA,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846676,SOMI PRESS,Italy,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846686,ITR,Italy,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846693,ELTEK GROUP,Italy,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846695,JIANGSU WEIXI,China,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846699,NICPREM IMPEX,Romania,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846709,ATE,Italy,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846721,ASC Workers,Poland,,public,,Transportation support services,Industrial support services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846723,SIGIT,Switzerland,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846726,ROONGTHAVORN PLASTICS,Thailand,,public,,Plastic products,Plastic product manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846727,UGS,Italy,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846731,SABAF,Italy,,public,,Fabricated metal components,Metal products manufacturing,Manufacturing,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846734,EFL,Sri Lanka,,public,,Logistics - 3rd party,Intermodal transport & logistics,Transportation services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846775,Sympatex Technologies GmbH,Germany,,public,,Apparel & footwear,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846777,Aquitex S.A.,Portugal,,public,,Other base chemicals,Chemicals,Materials,Chemicals,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846785,Mammut sports Group AG,Switzerland,,public,,Apparel & footwear design,Apparel design,Apparel,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846787,BerBrand Srl,Italy,,public,,Other financial,Specialized professional services,Services,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846796,Denim Expert Limited,Bangladesh,,public,,Apparel & footwear,Textiles & fabric goods,Apparel,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846797,GANT AB,Sweden,,public,,Apparel & footwear design,Apparel design,Apparel,General,, Supply Chain,unknown,2020,,,,,,,,,,,,,,,
846804,The RealReal,United States of America,CDP NA,public,,Specialist retail,Discretionary retail,Retail,General, REAL US, Supply Chain,REAL,2020,1759461362,2604,-153305000,298266000,185884000,-177515000,USD,350846000,4017000,0,605109000,413816000,4017000,279271000,191293000
